,children,agefbrth,educ,age,evermarr,urban,electric,tv,usemeth,heduc,religion,frsthalf,agefm,scholarship,educ7
1023,7,20.0,0,38,0,0,0,0,1,0,0.0,0,,0.0,False
1024,3,18.0,3,33,1,1,0,0,1,0,1.0,1,24.0,1.0,False
1025,3,17.0,7,26,1,1,1,0,1,10,0.0,1,25.0,1.0,True
1026,0,,2,32,1,0,0,0,0,0,1.0,1,30.0,0.0,False
1027,0,,8,18,0,0,0,0,0,0,0.0,1,,1.0,True
1028,1,18.0,10,18,0,0,0,0,1,0,0.0,1,,0.0,True
1029,3,26.0,0,34,0,0,0,0,1,0,0.0,1,,0.0,False
1030,2,15.0,7,26,0,1,0,0,0,0,0.0,1,,0.0,True
1031,0,,7,16,0,1,0,0,0,0,0.0,1,,0.0,True
1032,2,19.0,7,32,0,1,0,0,1,0,0.0,0,,1.0,True
1033,1,19.0,7,23,0,0,0,0,0,0,1.0,0,,0.0,True
1034,1,21.0,7,23,1,0,0,0,1,7,1.0,0,21.0,1.0,True
1035,1,17.0,7,23,0,1,0,0,1,0,0.0,0,,1.0,True
1036,3,17.0,3,38,1,0,0,0,1,7,0.0,0,22.0,1.0,False
1037,1,24.0,10,26,0,1,0,0,1,0,0.0,0,,1.0,True
1038,0,,10,28,1,0,1,0,1,10,1.0,0,19.0,1.0,True
1039,5,18.0,7,32,1,1,0,0,0,10,1.0,1,24.0,1.0,True
1040,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,0.0,True
1041,4,19.0,8,26,1,0,0,0,0,6,0.0,1,21.0,0.0,True
1042,0,,7,18,0,1,0,0,1,0,0.0,1,,0.0,True
1043,3,18.0,0,23,0,0,0,0,0,0,1.0,0,,1.0,False
1044,2,17.0,4,23,0,1,1,1,1,0,0.0,1,,0.0,False
1045,0,,7,18,0,1,1,1,0,0,0.0,0,,0.0,True
1046,0,,7,18,0,0,0,0,1,0,1.0,0,,0.0,True
1047,1,15.0,0,26,0,1,0,0,1,0,0.0,0,,1.0,False
1048,0,,7,22,0,0,0,0,0,0,0.0,1,,1.0,True
1049,5,19.0,7,37,0,1,0,0,1,0,1.0,1,,1.0,True
1050,3,17.0,8,26,1,1,0,0,1,10,1.0,0,24.0,0.0,True
1051,7,18.0,5,34,1,0,0,0,1,0,1.0,1,19.0,1.0,False
1052,6,15.0,7,30,1,0,0,0,1,0,0.0,0,16.0,1.0,True
1053,1,22.0,0,25,1,1,0,0,0,0,1.0,1,16.0,1.0,False
1054,1,23.0,6,25,0,0,0,0,1,0,1.0,1,,1.0,False
1055,3,17.0,0,31,0,1,0,0,1,0,0.0,1,,1.0,False
1056,2,18.0,10,24,0,1,0,0,1,0,1.0,0,,0.0,True
1057,5,16.0,7,30,1,0,0,0,1,12,0.0,1,18.0,1.0,True
1058,1,22.0,7,24,0,0,0,0,0,0,0.0,1,,1.0,True
1059,6,18.0,11,35,1,1,1,1,1,14,1.0,1,18.0,1.0,True
1060,4,19.0,9,27,0,1,0,0,0,0,0.0,1,,1.0,True
1061,1,20.0,12,21,0,0,0,0,1,0,1.0,1,,0.0,True
1062,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
1063,2,26.0,0,35,1,1,0,0,1,6,0.0,0,26.0,1.0,False
1064,1,19.0,4,22,1,1,0,0,0,1,0.0,1,21.0,0.0,False
1065,2,16.0,7,20,1,1,0,0,1,5,0.0,1,15.0,0.0,True
1066,8,19.0,0,38,1,0,0,0,0,0,0.0,0,17.0,0.0,False
1067,6,19.0,4,32,1,0,0,0,0,7,0.0,1,18.0,0.0,False
1068,0,,12,19,0,1,0,0,1,0,1.0,0,,1.0,True
1069,1,16.0,9,17,0,1,1,0,0,0,1.0,0,,1.0,True
1070,2,18.0,8,26,0,1,0,0,0,0,0.0,0,,1.0,True
1071,1,17.0,8,19,1,0,0,0,1,0,0.0,0,19.0,1.0,True
1072,0,,5,20,0,0,0,0,0,0,0.0,1,,1.0,False
1073,3,17.0,7,28,0,0,0,0,1,0,0.0,1,,1.0,True
1074,1,19.0,6,20,0,1,1,0,1,0,0.0,0,,0.0,False
1075,5,22.0,7,40,1,0,0,0,1,4,0.0,1,32.0,0.0,True
1076,0,,9,22,0,1,0,0,0,0,1.0,0,,0.0,True
1077,0,,5,21,0,1,0,0,0,0,0.0,0,,0.0,False
1078,2,18.0,0,31,0,0,0,0,0,0,0.0,0,,0.0,False
1079,1,17.0,12,21,0,0,0,0,1,0,0.0,0,,1.0,True
1080,4,18.0,6,39,1,1,1,0,0,10,0.0,0,18.0,0.0,False
1081,6,17.0,0,29,1,0,0,0,1,7,0.0,1,25.0,0.0,False
1082,7,17.0,1,40,1,1,0,0,1,3,0.0,0,21.0,0.0,False
1083,0,,7,26,1,1,1,0,0,9,1.0,0,22.0,1.0,True
1084,4,14.0,6,35,0,0,0,0,0,0,0.0,0,,0.0,False
1085,2,19.0,10,22,1,1,0,0,1,7,0.0,1,19.0,0.0,True
1086,3,26.0,0,40,1,0,0,0,0,0,0.0,1,26.0,0.0,False
1087,2,18.0,10,27,0,1,0,1,1,0,0.0,0,,1.0,True
1088,0,,0,35,1,1,0,0,0,3,0.0,1,33.0,0.0,False
1089,2,22.0,8,25,0,0,0,0,0,0,1.0,1,,1.0,True
1090,3,22.0,15,39,1,1,1,1,1,13,1.0,1,22.0,1.0,True
1091,0,,0,16,0,0,0,0,0,0,0.0,1,,1.0,False
1092,4,27.0,4,46,1,0,0,0,0,0,0.0,0,35.0,1.0,False
1093,0,,7,19,0,0,0,0,1,0,0.0,1,,1.0,True
1094,3,22.0,9,39,1,1,1,1,0,6,0.0,0,21.0,1.0,True
1095,5,23.0,0,41,1,0,0,0,0,0,0.0,1,22.0,1.0,False
1096,0,,10,19,0,0,0,0,1,0,0.0,1,,1.0,True
1097,1,20.0,2,44,0,0,0,0,0,0,0.0,1,,1.0,False
1098,2,19.0,7,24,1,1,0,0,1,0,1.0,0,15.0,1.0,True
1099,2,17.0,12,27,1,1,1,1,1,12,1.0,1,16.0,1.0,True
1100,5,17.0,5,30,1,1,0,0,1,2,0.0,1,19.0,0.0,False
1101,0,,17,23,0,0,1,0,1,0,1.0,0,,1.0,True
1102,2,16.0,3,22,0,0,0,0,0,0,0.0,1,,0.0,False
1103,1,17.0,9,18,0,0,0,0,1,0,0.0,0,,1.0,True
1104,6,18.0,4,45,1,0,0,0,0,0,1.0,0,28.0,0.0,False
1105,6,18.0,7,38,1,0,0,0,1,7,1.0,1,29.0,1.0,True
1106,0,,5,16,0,0,0,0,0,0,0.0,1,,1.0,False
1107,0,,10,17,0,0,0,0,0,0,1.0,1,,0.0,True
1108,0,,10,24,1,1,1,0,0,10,0.0,1,23.0,0.0,True
1109,6,18.0,0,34,1,1,0,0,0,0,1.0,0,16.0,0.0,False
1110,0,,8,18,0,0,0,0,0,0,0.0,1,,0.0,True
1111,0,,10,16,0,1,0,0,0,0,1.0,1,,1.0,True
1112,1,16.0,7,17,0,1,1,1,0,0,0.0,1,,0.0,True
1113,3,16.0,6,23,0,1,0,0,1,0,0.0,0,,0.0,False
1114,7,16.0,0,36,1,0,0,0,1,0,0.0,1,18.0,1.0,False
1115,8,19.0,3,40,1,0,0,0,1,7,1.0,1,18.0,0.0,False
1116,1,17.0,8,18,0,1,0,0,1,0,0.0,0,,1.0,True
1117,0,,7,16,0,0,0,0,0,0,0.0,0,,0.0,True
1118,3,17.0,0,48,1,1,0,0,1,0,0.0,1,16.0,0.0,False
1119,6,21.0,1,47,1,0,0,0,0,0,1.0,0,18.0,0.0,False
1120,2,21.0,0,46,1,0,0,0,0,2,0.0,1,33.0,1.0,False
1121,8,19.0,4,48,1,1,1,0,1,3,1.0,1,26.0,0.0,False
1122,7,17.0,0,41,0,0,0,0,1,0,0.0,0,,0.0,False
1123,1,25.0,4,32,1,0,0,0,1,0,0.0,1,18.0,0.0,False
1124,3,20.0,0,28,1,0,0,0,1,7,0.0,1,23.0,0.0,False
1125,2,25.0,0,29,0,0,0,0,1,0,0.0,1,,0.0,False
1126,1,16.0,10,17,0,1,1,0,0,0,0.0,0,,0.0,True
1127,2,17.0,10,23,0,0,0,0,1,0,0.0,0,,0.0,True
1128,7,30.0,0,49,1,0,0,0,1,0,1.0,1,30.0,0.0,False
1129,2,16.0,6,27,0,1,0,0,1,0,0.0,1,,0.0,False
1130,0,,7,18,0,1,1,1,0,0,1.0,1,,1.0,True
1131,5,21.0,4,42,1,1,0,0,0,2,0.0,1,19.0,0.0,False
1132,3,22.0,2,32,0,0,0,0,0,0,0.0,1,,1.0,False
1133,2,17.0,10,27,0,1,0,0,1,0,1.0,0,,1.0,True
1134,1,16.0,7,18,0,0,0,0,1,0,0.0,0,,1.0,True
1135,0,,6,17,0,1,0,0,0,0,0.0,1,,0.0,False
1136,4,25.0,12,43,0,0,1,0,1,0,1.0,1,,1.0,True
1137,2,20.0,6,24,0,0,0,0,1,0,0.0,1,,0.0,False
1138,1,19.0,7,20,0,0,0,0,0,0,0.0,1,,1.0,True
1139,5,16.0,2,30,1,0,0,0,1,0,1.0,1,16.0,0.0,False
1140,0,,12,24,0,1,1,1,1,0,1.0,1,,0.0,True
1141,2,17.0,0,21,1,0,0,0,0,0,0.0,0,16.0,0.0,False
1142,2,17.0,9,24,0,0,0,0,1,0,1.0,0,,1.0,True
1143,4,23.0,7,44,1,1,0,0,0,0,0.0,1,27.0,0.0,True
1144,1,19.0,10,20,0,0,0,0,0,0,1.0,1,,1.0,True
1145,3,16.0,0,23,0,0,0,0,0,0,0.0,1,,0.0,False
1146,0,,5,19,0,1,0,0,0,0,0.0,1,,0.0,False
1147,1,15.0,0,17,0,0,0,0,0,0,1.0,1,,1.0,False
1148,1,17.0,7,18,0,0,0,0,0,0,1.0,1,,1.0,True
1149,0,,7,19,0,0,0,0,0,0,0.0,1,,1.0,True
1150,1,23.0,13,24,0,1,0,0,1,0,1.0,0,,0.0,True
1151,4,18.0,3,44,1,0,0,0,1,2,1.0,1,31.0,1.0,False
1152,5,17.0,0,42,1,0,0,0,1,1,0.0,0,26.0,1.0,False
1153,0,,10,24,0,1,0,0,1,0,0.0,0,,1.0,True
1154,3,15.0,10,25,0,0,0,0,1,0,1.0,0,,1.0,True
1155,4,17.0,0,39,1,1,1,0,0,4,0.0,1,26.0,1.0,False
1156,1,18.0,6,22,1,1,0,0,0,7,0.0,1,20.0,0.0,False
1157,1,20.0,10,24,0,1,0,0,1,0,0.0,0,,0.0,True
1158,1,17.0,6,18,0,0,0,0,0,0,0.0,0,,0.0,False
1159,2,19.0,10,22,1,1,1,0,1,12,0.0,0,18.0,1.0,True
1160,5,17.0,10,40,1,1,0,0,1,7,1.0,0,34.0,0.0,True
1161,3,15.0,0,24,1,0,0,0,1,0,0.0,1,12.0,0.0,False
1162,5,19.0,0,35,1,1,0,0,1,0,0.0,1,18.0,0.0,False
1163,1,24.0,7,31,0,0,0,1,1,0,1.0,0,,0.0,True
1164,3,19.0,7,30,0,0,0,0,1,0,0.0,0,,0.0,True
1165,2,18.0,8,23,1,1,1,0,1,12,0.0,0,19.0,0.0,True
1166,3,21.0,6,33,1,1,1,0,1,10,1.0,1,22.0,1.0,False
1167,0,,6,17,0,0,0,0,0,0,0.0,0,,0.0,False
1168,2,18.0,0,41,0,0,0,0,0,0,1.0,1,,0.0,False
1169,0,,6,17,0,1,0,0,0,0,0.0,1,,1.0,False
1170,1,18.0,12,19,0,1,1,1,0,0,0.0,0,,1.0,True
1171,1,20.0,0,21,1,0,0,0,1,0,0.0,1,18.0,0.0,False
1172,0,,9,17,0,0,0,0,0,0,1.0,0,,1.0,True
1173,12,18.0,0,44,1,0,0,0,0,0,1.0,0,21.0,1.0,False
1174,11,17.0,0,44,1,0,0,0,0,3,0.0,1,15.0,0.0,False
1175,1,20.0,7,21,1,1,0,0,1,7,0.0,1,18.0,0.0,True
1176,2,20.0,4,44,1,0,0,0,1,1,0.0,1,20.0,1.0,False
1177,8,20.0,6,47,1,1,1,0,0,10,1.0,0,30.0,0.0,False
1178,2,17.0,4,36,1,1,0,0,0,12,0.0,1,29.0,0.0,False
1179,1,20.0,9,24,1,1,0,0,0,0,1.0,1,20.0,0.0,True
1180,0,,7,18,0,1,0,0,1,0,1.0,0,,0.0,True
1181,4,17.0,7,24,1,1,0,0,1,0,1.0,0,15.0,1.0,True
1182,2,17.0,8,30,1,1,1,1,1,15,0.0,0,19.0,1.0,True
1183,2,17.0,17,26,0,1,0,0,1,0,1.0,0,,1.0,True
1184,0,,9,18,0,0,0,0,0,0,0.0,0,,1.0,True
1185,0,,9,17,0,1,1,0,0,0,1.0,1,,1.0,True
1186,2,19.0,14,43,1,0,0,0,0,12,1.0,0,22.0,1.0,True
1187,2,22.0,10,30,1,1,1,1,1,10,0.0,0,20.0,1.0,True
1188,5,22.0,5,45,1,1,1,1,1,7,0.0,1,21.0,0.0,False
1189,1,19.0,0,23,1,0,0,0,1,0,0.0,1,17.0,0.0,False
1190,2,15.0,9,24,1,0,0,0,1,10,0.0,0,22.0,1.0,True
1191,2,17.0,7,35,0,0,0,0,1,0,1.0,1,,1.0,True
1192,0,,9,19,0,0,0,0,1,0,0.0,1,,1.0,True
1193,1,16.0,7,21,0,1,1,0,1,0,0.0,1,,0.0,True
1194,3,24.0,12,37,1,1,1,1,1,0,1.0,1,26.0,1.0,True
1195,4,18.0,0,35,0,0,0,0,0,0,0.0,1,,0.0,False
1196,0,,7,16,0,1,0,0,0,0,1.0,1,,1.0,True
1197,1,15.0,10,20,0,1,0,0,1,0,0.0,1,,1.0,True
1198,6,22.0,4,46,1,0,0,0,0,2,0.0,0,26.0,0.0,False
1199,5,21.0,5,41,1,1,0,0,1,2,1.0,1,21.0,1.0,False
1200,6,21.0,7,41,1,1,0,0,1,7,0.0,1,30.0,0.0,True
1201,2,18.0,6,21,1,1,0,0,1,7,0.0,1,18.0,0.0,False
1202,2,19.0,6,29,1,1,0,0,1,6,1.0,1,22.0,1.0,False
1203,2,17.0,7,22,1,1,1,1,1,11,0.0,0,16.0,1.0,True
1204,7,18.0,9,45,1,0,0,0,1,0,0.0,1,32.0,1.0,True
1205,5,21.0,0,30,1,0,0,0,1,0,0.0,1,20.0,1.0,False
1206,6,22.0,2,37,1,0,0,0,1,0,1.0,1,28.0,1.0,False
1207,0,,7,23,0,0,1,0,0,0,0.0,1,,0.0,True
1208,2,33.0,0,41,0,0,0,0,1,0,0.0,1,,1.0,False
1209,6,18.0,4,41,1,0,0,0,1,0,0.0,1,21.0,0.0,False
1210,1,20.0,10,24,0,0,0,0,1,0,1.0,0,,1.0,True
1211,0,,12,20,0,0,0,0,1,0,0.0,0,,0.0,True
1212,2,21.0,7,24,0,1,0,0,1,0,0.0,1,,0.0,True
1213,0,,9,18,0,0,0,0,1,0,0.0,1,,1.0,True
1214,1,17.0,6,26,0,1,1,1,1,0,0.0,0,,0.0,False
1215,0,,7,21,1,1,0,0,1,3,0.0,0,20.0,0.0,True
1216,0,,3,17,1,0,0,0,0,0,0.0,1,16.0,0.0,False
1217,2,22.0,12,42,1,1,1,1,1,12,1.0,0,21.0,1.0,True
1218,5,19.0,4,32,0,1,0,0,1,0,1.0,1,,0.0,False
1219,1,19.0,7,23,1,0,0,0,0,0,0.0,1,19.0,0.0,True
1220,3,20.0,10,33,1,1,1,1,1,10,0.0,1,19.0,1.0,True
1221,2,19.0,0,27,1,1,0,0,1,7,0.0,1,25.0,1.0,False
1222,2,24.0,19,33,1,1,1,1,1,19,1.0,0,22.0,1.0,True
1223,1,16.0,7,21,1,0,0,0,1,0,0.0,0,19.0,0.0,True
1224,5,17.0,0,29,1,1,0,0,1,7,0.0,1,18.0,0.0,False
1225,2,27.0,7,36,0,0,0,0,1,0,1.0,1,,0.0,True
1226,1,20.0,8,23,0,1,0,0,0,0,0.0,0,,1.0,True
1227,0,,0,33,1,0,0,0,0,0,1.0,1,30.0,0.0,False
1228,0,,10,21,0,0,0,0,1,0,1.0,0,,1.0,True
1229,1,20.0,0,23,1,1,0,0,1,7,0.0,1,21.0,0.0,False
1230,6,17.0,0,31,1,0,0,0,1,0,0.0,0,24.0,0.0,False
1231,4,15.0,0,29,1,1,0,0,0,0,1.0,1,16.0,1.0,False
1232,3,19.0,0,30,1,0,0,0,1,0,1.0,1,16.0,0.0,False
1233,4,16.0,7,25,1,1,0,0,1,6,0.0,1,19.0,0.0,True
1234,0,,7,19,0,1,0,0,1,0,0.0,1,,1.0,True
1235,2,15.0,4,30,0,0,0,0,0,0,1.0,1,,0.0,False
1236,2,23.0,12,32,1,1,0,0,1,10,0.0,1,29.0,0.0,True
1237,1,16.0,10,17,0,0,0,0,1,0,0.0,0,,0.0,True
1238,2,19.0,0,26,1,0,0,0,1,0,0.0,1,24.0,1.0,False
1239,0,,13,23,1,1,1,1,0,14,0.0,0,22.0,1.0,True
1240,0,,10,20,0,0,1,0,1,0,1.0,1,,1.0,True
1241,1,20.0,7,21,0,1,1,1,1,0,0.0,0,,0.0,True
1242,0,,7,20,0,1,1,1,1,0,1.0,1,,0.0,True
1243,0,,12,24,0,1,0,0,1,0,1.0,0,,1.0,True
1244,6,13.0,0,30,1,0,0,0,0,5,0.0,0,13.0,0.0,False
1245,9,19.0,7,48,1,1,0,0,1,7,1.0,1,29.0,1.0,True
1246,6,17.0,0,35,1,1,0,0,0,0,1.0,0,15.0,0.0,False
1247,0,,7,17,0,1,0,0,1,0,1.0,0,,1.0,True
1248,0,,10,19,0,1,0,0,0,0,0.0,0,,1.0,True
1249,2,19.0,7,25,1,0,0,0,1,7,0.0,1,20.0,0.0,True
1250,1,20.0,10,22,0,1,0,0,0,0,0.0,0,,1.0,True
1251,4,17.0,9,28,1,0,0,0,1,6,1.0,0,18.0,1.0,True
1252,0,,9,17,0,1,0,0,0,0,1.0,0,,1.0,True
1253,6,15.0,7,35,1,0,0,0,1,6,1.0,0,20.0,1.0,True
1254,1,21.0,7,24,0,1,0,0,1,0,0.0,0,,1.0,True
1255,4,20.0,5,35,1,1,0,0,1,3,0.0,1,27.0,0.0,False
1256,2,20.0,8,25,0,0,0,0,1,0,0.0,0,,0.0,True
1257,0,,7,15,0,1,1,0,0,0,0.0,1,,0.0,True
1258,5,17.0,6,31,1,0,0,0,1,10,1.0,1,24.0,1.0,False
1259,1,15.0,9,24,0,0,0,0,1,0,1.0,0,,1.0,True
1260,0,,7,17,0,0,0,0,0,0,0.0,1,,0.0,True
1261,3,17.0,8,23,1,1,0,0,1,7,0.0,1,18.0,0.0,True
1262,6,21.0,7,38,1,1,0,0,1,5,1.0,1,21.0,0.0,True
1263,1,21.0,10,25,1,1,1,0,0,10,0.0,0,19.0,1.0,True
1264,6,18.0,4,41,1,1,0,0,1,9,0.0,0,21.0,0.0,False
1265,2,24.0,14,28,1,1,0,0,1,14,1.0,1,23.0,1.0,True
1266,0,,7,16,0,1,0,0,0,0,0.0,1,,0.0,True
1267,4,20.0,6,36,1,1,0,0,1,12,1.0,1,26.0,1.0,False
1268,5,22.0,0,42,1,1,0,0,0,0,0.0,1,23.0,0.0,False
1269,7,17.0,5,41,1,0,0,0,1,0,0.0,0,26.0,1.0,False
1270,0,,7,19,0,0,0,0,0,0,1.0,0,,1.0,True
1271,0,,7,18,0,0,0,0,0,0,0.0,0,,0.0,True
1272,1,23.0,14,24,1,1,0,1,1,14,0.0,0,23.0,1.0,True
1273,8,18.0,4,37,1,0,0,0,1,0,1.0,1,25.0,0.0,False
1274,1,16.0,8,16,0,1,1,1,0,0,0.0,1,,1.0,True
1275,1,24.0,5,28,0,0,0,0,1,0,0.0,0,,1.0,False
1276,5,18.0,4,48,1,1,0,0,0,0,1.0,0,19.0,1.0,False
1277,0,,8,18,0,0,0,0,1,0,0.0,1,,1.0,True
1278,3,16.0,10,27,1,0,0,0,1,3,0.0,0,14.0,1.0,True
1279,4,17.0,0,36,1,0,0,0,0,6,0.0,1,16.0,1.0,False
1280,5,19.0,7,34,1,0,0,0,1,7,0.0,1,18.0,0.0,True
1281,3,16.0,2,30,0,0,0,0,1,0,0.0,0,,0.0,False
1282,1,18.0,8,20,0,0,0,0,1,0,1.0,1,,1.0,True
1283,0,,7,15,0,1,0,0,0,0,1.0,1,,1.0,True
1284,7,16.0,0,36,1,0,0,0,1,7,0.0,0,17.0,0.0,False
1285,0,,0,16,0,0,0,0,0,0,0.0,0,,1.0,False
1286,3,22.0,7,32,1,1,0,0,1,4,0.0,1,21.0,1.0,True
1287,3,27.0,4,48,1,1,0,0,0,0,0.0,1,20.0,1.0,False
1288,2,18.0,12,24,1,1,1,0,1,14,0.0,0,23.0,1.0,True
1289,4,18.0,3,32,1,1,0,0,1,5,1.0,1,28.0,1.0,False
1290,0,,10,20,0,1,0,0,0,0,0.0,1,,1.0,True
1291,0,,0,17,0,0,0,0,1,0,0.0,0,,0.0,False
1292,3,16.0,3,22,0,1,0,0,1,0,1.0,1,,1.0,False
1293,0,,8,16,0,1,0,0,0,0,0.0,1,,1.0,True
1294,0,,7,20,0,0,0,0,0,0,0.0,0,,1.0,True
1295,7,20.0,0,39,0,0,0,0,0,0,0.0,0,,0.0,False
1296,0,,10,20,0,0,0,0,1,0,1.0,0,,0.0,True
1297,2,18.0,4,20,1,0,0,0,0,0,0.0,0,14.0,0.0,False
1298,2,17.0,0,20,0,1,0,0,1,0,0.0,1,,1.0,False
1299,3,17.0,0,31,0,0,0,0,1,0,0.0,1,,0.0,False
1300,4,16.0,0,30,1,0,0,0,1,0,1.0,0,20.0,0.0,False
1301,0,,7,18,0,1,0,0,1,0,1.0,1,,0.0,True
1302,0,,9,19,0,0,0,0,0,0,0.0,0,,0.0,True
1303,1,20.0,10,26,0,0,0,0,1,0,1.0,0,,1.0,True
1304,3,16.0,8,31,1,1,1,1,1,7,1.0,1,28.0,0.0,True
1305,1,19.0,7,23,0,1,1,1,1,0,0.0,0,,0.0,True
1306,2,16.0,6,22,1,0,0,0,1,10,0.0,0,13.0,1.0,False
1307,3,18.0,0,25,1,0,0,0,0,6,1.0,1,23.0,1.0,False
1308,4,17.0,0,29,1,0,0,0,0,0,0.0,0,20.0,0.0,False
1309,3,17.0,0,23,0,0,0,0,0,0,0.0,1,,0.0,False
1310,7,18.0,0,46,1,1,0,0,1,4,0.0,0,30.0,0.0,False
1311,2,18.0,7,26,0,1,0,0,1,0,0.0,0,,0.0,True
1312,2,16.0,7,18,0,0,0,0,0,0,0.0,0,,0.0,True
1313,3,15.0,5,32,1,0,0,0,0,0,1.0,0,20.0,1.0,False
1314,0,,7,17,0,1,0,0,0,0,0.0,0,,1.0,True
1315,1,20.0,9,23,0,1,0,0,0,0,0.0,1,,1.0,True
1316,1,16.0,7,22,0,1,0,0,1,0,0.0,1,,1.0,True
1317,0,,10,21,0,0,0,0,0,0,0.0,0,,0.0,True
1318,4,17.0,0,29,1,0,0,0,1,0,0.0,0,17.0,0.0,False
1319,1,18.0,12,19,0,1,0,0,1,0,1.0,0,,1.0,True
1320,7,18.0,0,39,1,1,0,0,0,0,0.0,1,17.0,1.0,False
1321,3,21.0,10,34,1,1,0,1,1,4,0.0,0,23.0,0.0,True
1322,3,17.0,6,33,1,1,0,0,1,0,1.0,0,27.0,0.0,False
1323,0,,6,15,0,0,0,0,0,0,0.0,1,,0.0,False
1324,1,12.0,0,22,1,1,0,0,0,6,0.0,0,20.0,0.0,False
1325,1,34.0,0,36,1,1,0,0,0,5,0.0,0,20.0,0.0,False
1326,3,18.0,9,24,1,1,1,0,1,10,0.0,1,16.0,1.0,True
1327,7,22.0,6,42,1,1,0,0,1,4,1.0,0,29.0,0.0,False
1328,3,16.0,10,23,1,1,1,0,1,10,0.0,0,14.0,0.0,True
1329,0,,2,40,0,0,1,0,0,0,0.0,0,,0.0,False
1330,3,19.0,4,27,1,0,0,0,1,5,1.0,0,21.0,0.0,False
1331,0,,6,18,0,1,0,0,1,0,0.0,1,,1.0,False
1332,3,15.0,7,29,1,1,1,0,1,7,0.0,0,21.0,1.0,True
1333,3,20.0,7,25,1,0,0,0,1,0,0.0,0,19.0,1.0,True
1334,1,23.0,9,29,0,1,0,1,0,0,1.0,1,,1.0,True
1335,3,18.0,7,29,0,1,0,0,1,0,0.0,0,,0.0,True
1336,1,19.0,10,25,0,1,0,1,1,0,1.0,0,,1.0,True
1337,1,20.0,10,23,0,1,0,0,1,0,0.0,0,,0.0,True
1338,1,21.0,10,22,1,1,0,0,1,10,0.0,1,20.0,0.0,True
1339,0,,9,20,0,1,0,0,1,0,0.0,1,,0.0,True
1340,3,19.0,9,29,1,0,0,0,0,7,0.0,1,23.0,1.0,True
1341,0,,0,22,1,0,0,0,0,7,0.0,0,21.0,0.0,False
1342,1,18.0,0,47,1,1,0,0,0,6,0.0,1,25.0,0.0,False
1343,1,17.0,7,19,1,1,0,0,1,7,1.0,1,17.0,1.0,True
1344,5,18.0,3,42,1,0,0,0,0,6,0.0,0,25.0,0.0,False
1345,0,,7,16,0,1,0,0,0,0,0.0,1,,0.0,True
1346,4,20.0,0,41,1,0,0,0,0,0,0.0,1,13.0,0.0,False
1347,4,21.0,6,40,1,1,0,0,1,7,0.0,0,26.0,0.0,False
1348,1,17.0,10,24,1,1,1,1,1,10,0.0,1,21.0,1.0,True
1349,2,20.0,12,35,1,1,1,1,1,15,0.0,0,17.0,0.0,True
1350,0,,7,24,0,1,0,1,0,0,0.0,1,,0.0,True
1351,2,18.0,9,20,0,0,0,0,1,0,0.0,1,,1.0,True
1352,1,17.0,5,21,0,1,1,1,1,0,0.0,0,,0.0,False
1353,8,16.0,0,45,1,0,0,0,0,0,0.0,1,16.0,0.0,False
1354,4,20.0,5,38,0,0,0,1,1,0,0.0,0,,1.0,False
1355,3,18.0,7,28,0,1,1,0,1,0,0.0,0,,0.0,True
1356,0,,8,20,0,1,0,0,0,0,0.0,0,,0.0,True
1357,5,15.0,0,32,0,0,0,0,1,0,0.0,0,,0.0,False
1358,4,19.0,7,29,0,1,0,0,1,0,0.0,0,,0.0,True
1359,2,21.0,12,31,0,0,0,0,1,0,0.0,0,,0.0,True
1360,1,21.0,7,25,0,0,0,0,0,0,0.0,0,,0.0,True
1361,1,20.0,7,21,0,1,0,0,0,0,0.0,0,,1.0,True
1362,4,17.0,0,27,1,0,0,0,1,0,0.0,1,23.0,1.0,False
1363,0,,8,15,0,1,1,1,0,0,1.0,0,,0.0,True
1364,3,18.0,7,28,0,0,1,1,1,0,0.0,0,,0.0,True
1365,1,19.0,7,20,1,1,0,0,1,9,0.0,0,19.0,1.0,True
1366,1,19.0,6,21,0,1,0,0,1,0,0.0,1,,0.0,False
1367,3,18.0,12,32,0,0,0,0,1,0,1.0,0,,0.0,True
1368,0,,6,37,1,1,0,1,0,5,1.0,1,21.0,0.0,False
1369,1,24.0,10,25,1,0,0,0,1,5,1.0,0,22.0,0.0,True
1370,3,18.0,0,32,1,1,0,0,0,5,0.0,1,24.0,0.0,False
1371,1,19.0,7,20,0,0,0,0,0,0,1.0,0,,0.0,True
1372,0,,6,16,0,1,0,0,0,0,0.0,1,,0.0,False
1373,0,,10,19,0,1,1,1,1,0,0.0,0,,0.0,True
1374,1,28.0,0,31,1,0,0,0,0,7,0.0,1,19.0,1.0,False
1375,0,,7,19,1,1,0,0,0,7,1.0,1,18.0,0.0,True
1376,2,21.0,7,26,0,1,0,0,1,0,1.0,0,,0.0,True
1377,7,18.0,12,37,1,0,0,0,1,10,0.0,0,19.0,1.0,True
1378,4,19.0,12,29,1,1,1,1,1,15,0.0,1,28.0,0.0,True
1379,1,38.0,0,39,0,1,0,0,0,0,0.0,0,,1.0,False
1380,0,,0,22,0,0,0,0,0,0,0.0,0,,0.0,False
1381,0,,10,20,0,1,0,0,1,0,1.0,0,,0.0,True
1382,0,,7,15,0,0,0,0,0,0,0.0,1,,0.0,True
